name|time_stamps|label_time_stamps(window=5)
Ioannis Anagnostopoulos |44 |0_44 
Qiang Qiu |39 |0_39 
Bin Tang |34 |0_34 
Rares Vernica |34 39 44 |0_34 1_39 0_44 
Qingqi Yue |44 |0_44 
Stefan Pintilie |39 |0_39 
Yuewei Lin |39 |0_39 
Evan Hoke |34 |0_34 
Chenjun Xiao |44 |0_44 
Yue Yu |44 |0_44 
Shawn Bohn |44 |0_44 
Robert S. Kirk |14 19 |0_14 0_19 
Mauricio Araya-Loacutepez |44 |0_44 
Biao Liu |44 |0_44 
Rossano Venturini |39 44 |1_39 0_44 
Patrick S. Broos |24 |0_24 
Paul Saikko |44 |0_44 
David L. Martin 0001 |29 |0_29 
Reede Ren |34 |0_34 
Joao Salles |39 |0_39 
Martin Mladenov |44 |0_44 
Samuel Burer |34 |0_34 
Catharine M. Wyss |34 |0_34 
Ying Li |29 34 39 44 |0_29 1_34 0_39 1_44 
Weiwei Shen |44 |0_44 
Christian Bessiere |39 44 |0_39 0_44 
Christian Darken |29 |0_29 
J. Strother Moore |04 09 |0_04 0_09 
Aleks Jakulin |34 |1_34 
Xiaoyan Zhu |39 44 |1_39 1_44 
Jim Bosch |39 |0_39 
Sam Snodgrass |44 |0_44 
Piotr Skowron |44 |0_44 
Philippe De Smedt |24 |0_24 
Youmna Borghol |44 |0_44 
Hossam M. Hammady |44 |0_44 
Simeon Simoff |44 |0_44 
Thach Huy Nguyen |39 |0_39 
Takehiro Tokuda |39 |0_39 
John Krumm |34 44 |0_34 0_44 
Babak Hamidzadeh |24 |0_24 
Philipp Mayr |44 |0_44 
Quoc Luan Ha |29 |0_29 
Jacques Cherrier |34 |0_34 
Jin Wang |19 34 44 |0_19 0_34 0_44 
Lucas Bouma |34 |0_34 
Charalambos Kontoes |44 |0_44 
Athanasia Koumpouri |44 |0_44 
Richard Han |39 44 |0_39 1_44 
Tetsuo Ikeda |44 |0_44 
Matthew Gingerich |44 |0_44 
Andrew van der Poel |44 |0_44 
Kilian Q. Weinberger |34 39 44 |0_34 1_39 1_44 
Yandong Liu |39 44 |1_39 0_44 
Shane Griffith |39 |0_39 
Euripides G. M. Petrakis |29 39 44 |0_29 0_39 0_44 
Meacutelanie Koumlnig |44 |0_44 
Michel Herment |19 |0_19 
Markus Wasserschaff |24 |0_24 
Carlos Grandoacuten |39 |0_39 
Duane Searsmith |34 |0_34 
Marianne Winslett |14 19 24 34 39 44 |1_14 1_19 0_24 0_34 1_39 0_44 
Joseph K. Bradley |39 |0_39 
Gregory Marton |34 |0_34 
Michael Sintek |34 |0_34 
Cyrill A. Malevanov |29 |0_29 
Jinyun Yan |44 |1_44 
Andreacute Gohr |39 |0_39 
Rohan Choudhary |39 |0_39 
Julia Hunter |39 |0_39 
Matt Perkins |44 |0_44 
Yue Zhang |39 44 |0_39 0_44 
Amit Chakrabarti |34 |0_34 
Thomas A. J. Schweiger |39 |0_39 
Weiwei Cheng |39 44 |1_39 0_44 
Zhiheng Xu |44 |0_44 
Trevor P. Martin |34 |0_34 
Masayuki Numao |24 29 34 39 |0_24 0_29 0_34 1_39 
Werner Geyer |39 |0_39 
Juan Pedro Valente |39 |0_39 
Stephen Rago |44 |0_44 
Yinghui Xu |34 |0_34 
Lev Faivishevsky |39 |0_39 
Jasna Grbovic |29 |0_29 
Jim Apple |39 |0_39 
Egon L. van den Broek |39 44 |0_39 0_44 
Hirotaka Mizuno |19 |0_19 
Thuc Duy Le |44 |0_44 
Sandeep Avula |44 |0_44 
Oliver Keyes |44 |0_44 
Vaishnavi Sashikanth |39 |0_39 
J. Leon Zhao |19 24 |0_19 0_24 
Ole Osterhagen |39 |0_39 
Fabien Torre |29 34 |0_29 0_34 
Parang Saraf |44 |0_44 
Wei-Lun Chao |44 |0_44 
Melissa Dalis |44 |0_44 
Man Lan |34 44 |0_34 0_44 
Lucie Galand |44 |0_44 
Antonio Albano |14 19 24 34 |0_14 0_19 0_24 0_34 
Si Wu |44 |0_44 
Tehila Minkus |44 |0_44 
Steven D. Whitehead |24 29 |0_24 0_29 
Giuliano Mega |44 |0_44 
Edmund Freeman |29 |0_29 
Dan Luo |44 |0_44 
Hirotaka Hachiya |39 44 |0_39 0_44 
Birte Ulrich |44 |0_44 
Yoonseop Kang |44 |0_44 
Pierre Lemaire |44 |0_44 
Jayen Vaghani |19 |0_19 
Ivett Szaboacute |39 |0_39 
Tiago Stegun Vaquero |44 |0_44 
Fabio Roli |44 |0_44 
Luc Dehaspe |29 |0_29 
Amitava Bagchi |14 19 24 |0_14 0_19 0_24 
Roy Goldman |29 |0_29 
Yumao Lu |34 39 |0_34 0_39 
Sei-Hyung Lee |34 |0_34 
Kenneth J. Overton |09 |0_09 
Michael Flaster |34 |0_34 
Minhwan Kim |44 |0_44 
Timothy L. Bailey |24 |0_24 
Chunyu Luo |39 |0_39 
Hao Zhang |44 |1_44 
Nasolo Ravoanjanahry |39 |0_39 
Takeo Kakuta |14 |0_14 
Hoang-Khoi Nguyen |39 |0_39 
Tiansheng Yao |39 |0_39 
M. V. Ramakrishna |19 29 |0_19 1_29 
Li Guo 0008 |44 |0_44 
James D. Rawn |44 |0_44 
Sree Hari Krishnan Parthasarathi |44 |0_44 
Robert M. Kiel |19 |0_19 
Moritz Steiner |44 |0_44 
Renaud Basseacutee |29 |0_29 
Jinkyu Kim |44 |0_44 
Eugene Nudelman |34 |0_34 
Dravyansh Sharma |44 |0_44 
Xiaowei Zhong |44 |0_44 
Mohamed A. Sharaf |34 39 44 |0_34 0_39 1_44 
Alon Gonen |39 44 |0_39 0_44 
Guangyan Huang |44 |1_44 
Mariacutea D. R.-Moreno |44 |0_44 
Wenxing Hong |44 |0_44 
Yat Chiu Law |39 |0_39 
Haewoon Kwak |39 44 |0_39 0_44 
Kuo-Yu Huang |34 |0_34 
Howard A. Blair |14 |0_14 
John Bear |24 |0_24 
Jan-Erik Stroumlmberg |19 |0_19 
Jian Yu |39 |0_39 
Rafik Taouil |29 |0_29 
Reind P. van de Riet |14 |0_14 
Helen J. Wang |39 44 |0_39 0_44 
Yoichi Seki |39 |0_39 
Shuchu Han |44 |1_44 
Shichao Zhang 0001 |34 39 44 |0_34 1_39 0_44 
Chao Cai |39 |0_39 
Xiaokai Wei |44 |1_44 
Chen-Tse Tsai |44 |0_44 
D. Neff |14 |0_14 
Jacek Jarmulak |29 |0_29 
Luis Enrique Sucar |29 39 44 |0_29 0_39 0_44 
Fegravelix Saltor |24 |0_24 
Dan Morris |39 |1_39 
Archana Godavarthy |44 |0_44 
Naomi Inoue |29 34 |0_29 0_34 
Clayton Scott |44 |0_44 
Sharlee Climer |34 |0_34 
Zdenek Zdraacutehal |39 |0_39 
Brian Tomasik |39 |0_39 
Raj Gopal Prasad Kantamneni |39 |0_39 
Nimit Kumar |34 |0_34 
Alexander Vandenbroucke |44 |0_44 
Masumi Shirakawa |44 |0_44 
Hisashi Miyamori |34 |0_34 
Jun-ichi Motoyama |39 |0_39 
Anuj Dawar |34 |0_34 
Gui-Rong Xue |34 39 44 |1_34 1_39 0_44 
Mark J. Carlotto |14 |0_14 
Dongjin Song |44 |1_44 
Aaron Hertzmann |39 |0_39 
Henriette S. M. Cramer |39 |0_39 
Dan Zhang |39 |0_39 
Attilio Giordana |14 24 29 34 39 |0_14 0_24 0_29 0_34 0_39 
Youngho Kim |39 44 |0_39 0_44 
Ryota Suzuki |34 |0_34 
Hsu-Kuang Chiu |39 |0_39 
Shih-Fu Chang |39 44 |1_39 0_44 
D. S. Hunnisett |34 |0_34 
Dezhao Song |44 |1_44 
Anant Jhingran |19 29 34 |0_19 0_29 1_34 
Edwin R. Childers |44 |0_44 
Lena Yesil |14 |0_14 
Hirofumi Matsuzawa |29 39 |1_29 1_39 
Barbara T. Blaustein |09 14 19 |0_09 0_14 0_19 
Pei-Pei Li |39 44 |1_39 0_44 
Walter G. Wilson |14 |0_14 
Aniruddha Bhargava |44 |0_44 
John T. Robinson |09 14 19 24 |0_09 0_14 0_19 0_24 
Sergio Mascetti |34 |0_34 
Norbou Buchler |44 |0_44 
Michail Fasoulakis |44 |0_44 
Sergio Mover |44 |0_44 
Ou Jin |39 44 |0_39 0_44 
Kazuhiro Fukui |39 |0_39 
Ibrahim Kamel |24 29 34 |0_24 0_29 0_34 
Fei Liu 0004 |44 |0_44 
Adolfo Martiacutenez Usoacute |39 |0_39 
Huan Chen |44 |0_44 
Kenneth M. Ross |14 |0_14 
Vasile Lazarescu |39 |0_39 
Arnd Christian Koumlnig |29 34 39 44 |0_29 1_34 1_39 0_44 
Rajeev Alur |44 |0_44 
Wendy Hui Wang |34 39 44 |0_34 0_39 1_44 
Mallory Selfridge |09 14 |0_09 0_14 
Huaiqing Wang |39 |0_39 
Christian Hang |34 |0_34 
Yonina C. Eldar |44 |0_44 
Jose Borreguero |39 |0_39 
Qi Rose Yu |44 |0_44 
Haifei Li 0002 |29 |0_29 
Sara Marie McCarthy |44 |0_44 
Raksha Kumaraswamy |44 |0_44 
Thomas Roumllleke |24 29 34 |0_24 1_29 0_34 
Nancy Templeton |39 |0_39 
Hartmut Neven |44 |0_44 
Rodrigo C. Fonseca |29 |0_29 
Junya Honda |44 |0_44 
W. Snyder |04 |0_04 
Yury Lifshits |39 |0_39 
Maarika Teose |39 |0_39 
Surender Reddy Yerva |44 |0_44 
Mor Nitzan |44 |0_44 
Arvind Rangarajan |44 |0_44 
Azza Abouzied |44 |0_44 
Igor Kushnir |39 |0_39 
Huiqing Liu |29 34 |1_29 0_34 
Lyman Do |24 29 |0_24 0_29 
Robert A. Hummel |19 |0_19 
Stephanie Strassel |34 44 |0_34 0_44 
Victor Eruhimov |39 |0_39 
Marco Dorigo |24 44 |0_24 0_44 
Michael J. Denham |34 |0_34 
Saadia Malik |34 |0_34 
Aman Dhesi |39 |0_39 
Horst Zuse |14 |0_14 
Zehang Sun |34 |0_34 
Matt Deeds |34 |0_34 
Bridget Spitznagel |39 |0_39 
Ja-Ling Wu |39 |0_39 
Jakkarin Suksawatchon |39 |0_39 
Michelle Vanni |44 |0_44 
Paul M. Aoki |24 29 |0_24 0_29 
Nitin Gupta 0003 |39 44 |1_39 0_44 
Basma Alharbi |44 |1_44 
Beomjin Yun |39 |0_39 
Mandy Roick |44 |0_44 
Damdinsuren Amarmend |34 |0_34 
Wei-keng Liao |34 39 44 |0_34 0_39 1_44 
Kate McArdle |44 |0_44 
Kiran Lakkaraju |34 |0_34 
Su Jia |44 |0_44 
Justin Peabody |44 |0_44 
Xin Yin |44 |0_44 
Uzi Murad |29 |0_29 
Yohannes Kassahun |39 |0_39 
Guoyu Hao |39 |0_39 
Harish Doraiswamy |39 44 |0_39 0_44 
Eyal Oren |34 39 |0_34 0_39 
Trevor Walker |34 39 |0_34 0_39 
Jesse Anderton |44 |0_44 
John Chiochetti |34 |0_34 
Yuandong Tian |44 |0_44 
Stefan Christoph |39 |0_39 
Narendran Thiagarajan |44 |0_44 
Shao-Lon Yeh |44 |0_44 
Tristan Halvorson |44 |0_44 
Takushi Sogo |29 |0_29 
Dan Preston |39 |0_39 
Kye-Hyeon Kim |39 44 |0_39 0_44 
Tin-Shing Chiu |44 |0_44 
Sarah Osentoski |34 39 |0_34 0_39 
Peter Organisciak |44 |1_44 
Hong-Wei Hao |44 |0_44 
Serge Bourbonnais |34 |0_34 
Ashish Kundu |34 39 |1_34 0_39 
Paul Quint |44 |0_44 
Kevin A. Roundy |44 |0_44 
Mayur Datar |29 34 39 |0_29 1_34 0_39 
Doacutera Erdoumls |44 |0_44 
Elena Bellodi |44 |0_44 
Sergiu Goschin |39 |0_39 
Ding-Yao Huang |44 |0_44 
Sylvian R. Ray |14 34 |0_14 0_34 
Abdul Quamar |44 |0_44 
Linda A. Ness |24 |0_24 
Warren R. Becraft |19 |0_19 
Thomas W. Raasch |34 |0_34 
Takuya Ohwa |44 |0_44 
Christopher Dean |24 |0_24 
Yannick Le Bras |39 |0_39 
Terence Clifton |34 |0_34 
Weiqing Wang |44 |1_44 
Marco Pennacchiotti |39 44 |0_39 1_44 
Blair D. Sullivan |44 |0_44 
Jianwen Su |19 24 29 34 39 44 |0_19 0_24 0_29 1_34 1_39 0_44 
Anil Nigam |14 |0_14 
Hetal Thakkar |34 39 |0_34 0_39 
Vasant Dhar |14 19 29 44 |0_14 1_19 0_29 0_44 
Thierson Couto Rosa |44 |0_44 
Rabia Nuray |34 |0_34 
Davide Mottin |44 |0_44 
Huaming Liao |39 |0_39 
T. V. Prabhakar |14 39 |0_14 0_39 
Hongmei Xiao |39 |0_39 
Rasul Tutunov |44 |0_44 
Raed I. Seetan |44 |0_44 
Ed Willis |29 |0_29 
Jinlian Guo |39 |0_39 
Ioana Stanoi |29 34 39 44 |0_29 0_34 0_39 0_44 
Evangelos Simoudis |19 24 29 44 |0_19 0_24 0_29 0_44 
Weiyi Ge |39 |0_39 
Andrew J. Blumberg |34 |0_34 
Carmem S. Hara |29 34 39 |1_29 0_34 0_39 
Ismael Santana Silva |39 |0_39 
Zhang Yi |44 |0_44 
Dee Jay Randall |29 |0_29 
Claire Vallat |44 |0_44 
Shipeng Yu |34 39 44 |1_34 1_39 0_44 
Slawek Staworko |44 |0_44 
John E. Zielinski |14 |0_14 
Yigal Arens |19 24 |0_19 0_24 
Amr El Abbadi |14 19 24 29 34 39 44 |0_14 0_19 0_24 0_29 1_34 1_39 1_44 
Jean-Luc Darroux |29 |0_29 
Miguel A. Martiacutenez-Prieto |39 44 |0_39 0_44 
G. Goldin |04 |0_04 
Jin Hyeong Park |39 |1_39 
Paul Fontes |39 |0_39 
Majid Alkaee Taleghan |44 |0_44 
Laura Plaza |39 44 |0_39 0_44 
Ao Feng |34 39 |0_34 0_39 
Valentin Velchev |44 |0_44 
Jan Bandouch |39 |0_39 
Diana Troanca |44 |0_44 
Elaine Kant |09 14 |0_09 0_14 
Victoria Steck |34 |0_34 
Mike Mathieson |39 |0_39 
Carlos A. Hurtado |29 34 39 |0_29 0_34 0_39 
Jan Pedersen |39 |0_39 
Gabriella Kazai |29 34 39 44 |0_29 0_34 0_39 0_44 
Mauro Maggioni |34 |1_34 
Wenliang Chen |44 |0_44 
John S. Boreczky |29 |0_29 
Guoping Hu |34 39 44 |0_34 0_39 0_44 
Tetsuya Sakai |29 34 39 44 |0_29 0_34 0_39 0_44 
Yael Petruschka |34 |0_34 
Tanvi Banerjee |44 |0_44 
Israel Sofer |44 |0_44 
Anupriya Ankolekar |34 39 |0_34 0_39 
Maximilian Viermetz |34 |0_34 
Brian Livezey |24 |1_24 
Silvana Castano |29 44 |0_29 0_44 
Henrik Groszligkreutz |44 |0_44 
Nathan Korda |44 |0_44 
Darrin Dimmick |34 |0_34 
Alejandro Gutieacuterrez |24 |0_24 
Lionel Martin |24 29 39 44 |0_24 1_29 0_39 0_44 
Nikolaus Steger |19 |0_19 
Mohammed Belkhatir |34 |0_34 
Peter Sykacek |29 |0_29 
Sneha Chaudhari |44 |0_44 
Robert Krauthgamer |39 |0_39 
Bertram Fronhoumlfer |14 19 |0_14 0_19 
Dominique Bouthinon |29 |0_29 
Henning Qin Jehoslashj |34 |0_34 
Jinkun Lin |44 |0_44 
Haifeng Yu |29 39 |0_29 0_39 
Srikanth Bellamkonda |34 39 |0_34 0_39 
Reza Sadoddin |39 44 |0_39 0_44 
Gregg Yost |14 19 |0_14 0_19 
Albert Murtha |39 |0_39 
Teresa F. Lunt |34 |0_34 
Nebojsa Stefanovic |24 29 |0_24 0_29 
Joseacute Carlos Gonzaacutelez |44 |0_44 
Zhen Pan |44 |0_44 
Matthias Wolf |39 |0_39 
Xiangyan Sun |44 |0_44 
Paula Montoto |34 |0_34 
Chenping Hou |39 44 |0_39 1_44 
Wei Xiong |44 |0_44 
Praveen Rao |34 39 |0_34 0_39 
Elio Masciari |34 |0_34 
Hiroaki Takada |44 |0_44 
R. J. Peterson |14 |0_14 
Akram Erraqabi |44 |0_44 
Manish Singh |44 |1_44 
Andreas Schmidt |44 |0_44 
Sasa Petrovic |44 |0_44 
Moonyoung Chung |44 |0_44 
Nikolai Slavov |44 |0_44 
Julian Grady |44 |0_44 
Glenn S. Semmel |34 |0_34 
Oliver Stegle |39 |0_39 
Yutao Zhang |44 |0_44 
Zhiming Ding |34 44 |0_34 0_44 
Georgios Birmpas |44 |0_44 
Zheng Ping Jiang |34 |0_34 
Maneesh Sahani |39 44 |0_39 0_44 
Henning Muumlller |44 |0_44 
David DeVault |34 44 |0_34 0_44 
Keizo Sato |29 |0_29 
Ming C. Lin |39 |0_39 
Maxim A. Batalin |39 |0_39 
Hrishikesh Karambelkar |34 |0_34 
Prasenjit Mitra |29 34 39 44 |0_29 0_34 1_39 1_44 
Bora Gazen |34 |0_34 
Zhiyong Zhang |34 |0_34 
Gyun Woo |39 |0_39 
Xiangwei Kong |44 |0_44 
David Zabowski |24 |0_24 
Yeow Wei Choong |34 |0_34 
Kazuko Takahashi |14 34 39 |0_14 0_34 1_39 
Agustin A. Araya |09 14 19 |0_09 0_14 0_19 
Huy Kang Kim |44 |0_44 
Gordon A. Dakin |19 |0_19 
Prasenjit Majumder |39 |0_39 
Srujana Merugu |34 39 |1_34 1_39 
Thierry Cruanes |34 |0_34 
Shuting Wang |44 |0_44 
Lei Sheng |29 34 39 |0_29 0_34 0_39 
Christiane Guinot |34 39 |0_34 0_39 
Antti Ajanki |39 |0_39 
Xue Chen |39 44 |0_39 0_44 
Gregory N. Hullender |34 |0_34 
Juliano Lopes de Oliveira |29 |0_29 
Sarvjeet Singh |34 39 |0_34 0_39 
Stefano Bistarelli |34 |1_34 
Chuan He |39 |0_39 
Yingzi Wang |44 |0_44 
Zijia Lin |39 44 |0_39 0_44 
Benjamin Sznajder |39 |0_39 
Paul Anderson |24 |0_24 
Xin Luo |44 |0_44 
Kin Fai Kan |39 |0_39 
Yathiraj B. Udupi |34 |0_34 
Chong Zhou |39 44 |0_39 0_44 
Yubin Park |44 |0_44 
Simon Urbanek |39 44 |0_39 0_44 
William D. Haseman |04 |0_04 
M. Eugenia Occhiuto |14 |0_14 
Nitin Yadav |44 |0_44 
Ji Jin |29 |0_29 
Donato Borrello |44 |0_44 
James Davis |24 |0_24 
Nafisa Afrin Chowdhury |44 |0_44 
J. Quinn |14 |0_14 
Aaron Clauset |44 |1_44 
Uri Shaham |44 |0_44 
Rolf Kaiser |34 |0_34 
Qiong Yang |39 |0_39 
Irina Rish |29 34 39 44 |0_29 1_34 0_39 0_44 
Radoslaw Szymanek |39 |0_39 
Reetal Pai |34 |0_34 
Igor Soloviev |34 |0_34 
Xiao Hu |34 39 44 |0_34 1_39 0_44 
Rafael Geraldeli Rossi |44 |0_44 
Siriwan Suebnukarn |34 |0_34 
Roberto Cavada |34 |0_34 
Marc-Andreacute Roux |34 |0_34 
Igor V. Kotenko |44 |0_44 
Yaniv Ben-Yehuda |29 |0_29 
Olivier Perrin |34 |0_34 
Ville T. Turunen |39 |0_39 
Seppo Puuronen |29 |0_29 
Rong Zhu |44 |1_44 
Ruixin Zhu |39 |0_39 
Yumi Ichimura |34 |0_34 
Andreas Junghanns |29 |0_29 
Yutaka Kidawara |34 39 |0_34 0_39 
Masahiro Goto |44 |0_44 
Sumeet Bajaj |39 44 |0_39 0_44 
Philipp Geiger |44 |0_44 
Patrick D. Hogan |19 |0_19 
Linyun Yu |44 |0_44 
Fabrizio Silvestri |34 39 44 |1_34 1_39 1_44 
Duane Szafron |34 39 44 |0_34 0_39 0_44 
Rupert Brooks |39 |0_39 
Kyosuke Nishida |44 |0_44 
John R. Josephson |14 19 |0_14 0_19 
David Kinny |19 |0_19 
Johan Himberg |29 34 |0_29 0_34 
Minghui Cai |44 |0_44 
Fei Pan |34 |0_34 
Carlo Tomasi |44 |0_44 
Raphaeumll Feacuteraud |39 |0_39 
Atiwong Suchato |39 |0_39 
Mingkun Li |34 |0_34 
Roberto Amato |34 |0_34 
Jacqueline Spiesser |34 |0_34 
Margo I. Seltzer |19 24 34 44 |0_19 0_24 0_34 0_44 
Sofia Mosci |39 |0_39 
Namyong Park |44 |0_44 
Arturo Galvaacuten |34 |0_34 
Dongyuan Lu |44 |0_44 
Zhanhui Kang |44 |0_44 
Anas Daghistani |44 |0_44 
Nurcan Yuruk |39 |0_39 
Pallika Kanani |44 |0_44 
En-Liang Hu |44 |0_44 
Xiaona Ren |44 |0_44 
Maximilian Balandat |44 |0_44 
Jingen Xiang |44 |0_44 
Yi-Ling Chen |34 44 |0_34 0_44 
Alexander I. Rudnicky |39 |0_39 
Kwan-Liu Ma |34 44 |0_34 0_44 
Daniel Mosseacute |34 |0_34 
Jack E. Shemer |04 |0_04 
Jun-Wun Jou |34 |0_34 
Peter Tselios |29 |0_29 
Worthy N. Martin |09 |0_09 
Naiyang Guan |44 |1_44 
Michael May |34 |0_34 
Dana L. Penney |44 |0_44 
Emmanuel Hebrard |34 39 44 |0_34 0_39 0_44 
Federico Mari |39 |0_39 
Edward W. Wild |34 39 |0_34 0_39 
Nesime Tatbul |29 34 39 44 |0_29 0_34 0_39 0_44 
Dragan Gamberger |29 34 39 |1_29 1_34 0_39 
Chia-Yo Chang |24 |0_24 
Duo Zhang |39 44 |1_39 0_44 
Surendra Marupudi |44 |0_44 
Jae-Bong Yoo |44 |0_44 
Samba Ndiaye |39 |0_39 
Hichem Frigui |29 34 39 |0_29 0_34 0_39 
Shiro Ogasawara |34 |0_34 
Anna Maddalena |34 |1_34 
Kazuo Hiyane |34 |0_34 
Hamid R. Motahari Nezhad |39 |1_39 
Kei Mitamura |09 |0_09 
Michael P. Marrone |14 |0_14 
Rostyslav Zabolotnyi |44 |0_44 
Leon Wong |34 |0_34 
Michel Galley |34 |0_34 
Philipp Cimiano |34 39 44 |0_34 1_39 0_44 
Ramesh C. Joshi |34 |0_34 
Iris Eiron |44 |0_44 
Daniele Quercia |39 44 |0_39 0_44 
Ron Eyal |39 |0_39 
Nikos Giatrakos |39 |0_39 
Xiaoyuan Yang 0001 |39 |0_39 
Patrick Dallaire |44 |0_44 
Vijay Ingalalli |44 |0_44 
Joatildeo Paulo Pesce |44 |0_44 
Kathrin Bujna |44 |0_44 
Donia Scott |24 29 |0_24 0_29 
Yue Wang |44 |1_44 
Ke Wang |14 19 29 34 39 44 |0_14 0_19 1_29 1_34 1_39 1_44 
Iris Kameny |09 19 |0_09 0_19 
Zhanibek Datbayev |39 |0_39 
Sriram Subramanian |39 |0_39 
Songbo Tan |34 39 44 |0_34 1_39 0_44 
William Elazmeh |34 |0_34 
Brad Perry |24 |0_24 
Reneacutee Pohlmann |24 |0_24 
Neal Sample |29 34 |0_29 0_34 
Selwyn Piramuthu |19 |0_19 
C. Baldissera |09 |0_09 
Fanjiang Xu |44 |0_44 
Weijun Chen |34 |0_34 
Paul Prasse |44 |0_44 
Xin Qi |39 |0_39 
Marija Slavkovik |44 |0_44 
Gopal Chandra Das |39 |0_39 
Chia Huey Ooi |34 |0_34 
Fujun Liu |44 |0_44 
Hongbo Liu |39 |0_39 
Rashmin Babaria |39 |0_39 
Conny Franke |39 |0_39 
Rajiv Jauhari |19 |0_19 
Magnus Haringllander |39 |0_39 
Shiqian Ma |39 44 |0_39 0_44 
P. R. Kohen |09 |0_09 
He Liu |44 |0_44 
Suresh Kumar |29 |0_29 
Zeno Gantner |39 |1_39 
Aliasghar Khorsand |24 |0_24 
Emaad A. Manzoor |44 |0_44 
Matthew Marzilli |39 |0_39 
Joonah Park |34 |0_34 
Michal Ptaszynski |39 |0_39 
Yuu Yamada |34 |0_34 
Xiaoquan Zhang |44 |0_44 
Duncan A. Buell |09 14 |0_09 0_14 
Zeyar Aung |39 |0_39 
Chenghua Lin |44 |1_44 
Duy-Tin Vo |44 |0_44 
Murad S. Taqqu |39 |0_39 
Peng He |44 |0_44 
Justin Yip |39 |0_39 
Jos de Bruin |09 |0_09 
Joaquim Correia |24 |0_24 
Masahiro Terabe |29 |0_29 
Nancy Salay |34 |0_34 
Wei Wang 0010 |24 29 34 39 44 |0_24 1_29 1_34 1_39 1_44 
Koji Tsuda |34 39 44 |0_34 1_39 0_44 
Efrat Manisterski |39 |0_39 
Won Yong Kim |24 |0_24 
Benjamin Rutt |34 |0_34 
Benjamin Zehnder |44 |0_44 
Ugur Kuter |34 39 44 |0_34 0_39 0_44 
Vladimir Kukushkin |44 |0_44 
Sheng Gao |34 44 |1_34 1_44 
Feng-hsiung Hsu |19 |0_19 
Yinfei Yang |44 |0_44 
Houfeng Wang |44 |1_44 
Stefania Leone |34 |0_34 
Zhen Hai |44 |0_44 
Sanli Ma |44 |0_44 
Bo Li 0012 |44 |0_44 
Karen Braga Enes |44 |0_44 
Pong Chi Yuen |29 |0_29 
Laurent Soulier |44 |0_44 
Oliver Dain |34 |0_34 
Ashesh Jain |44 |0_44 
Zhanghui Wang |39 |0_39 
Junho Shim |24 |0_24 
Giovanni Stilo |44 |0_44 
Wei Zha |44 |0_44 
Yoshiyuki Inagaki |39 |1_39 
Beth E. Kolko |39 |0_39 
Rafae Bhatti |39 |0_39 
Guilherme A. Toda |39 |0_39 
Zhiqiang Gao |44 |0_44 
Aditya Mogadala |44 |0_44 
Jesuacutes Pancorbo |39 |0_39 
Pina Ticca |29 |0_29 
Bahareh Navai |34 |0_34 
James R. Wright |39 |0_39 
Jipeng Qiang |44 |0_44 
Steven Weyer |14 |0_14 
Le Shu |44 |0_44 
Laacuteszloacute Boumlszoumlrmeacutenyi |29 34 |0_29 0_34 
Lora Aroyo |34 44 |0_34 0_44 
Long Lan |44 |0_44 
Shuhan Yuan |44 |1_44 
Sagar Pandit |39 |0_39 
Zhixiang Chen |34 |0_34 
J. Dreussi |04 |0_04 
Takashi Yamada |09 |0_09 
Istvan Cseri |34 39 |0_34 0_39 
Shi-Ming Zhang |34 |0_34 
Richard Alterman |24 29 |0_24 0_29 
Richard Socher |39 44 |0_39 0_44 
Mei Mei Wu |24 |0_24 
Catherine C. Marshall |44 |0_44 
Nhan-Tam Nguyen |44 |0_44 
Mike Meyer |39 |0_39 
W. David Penniman |09 |0_09 
Shouke Qin |34 |0_34 
Aharon Ben-Tal |39 |1_39 
Beth Tibbitts |14 |0_14 
Alexander Serebrenik |29 |0_29 
Cullen Bash |44 |0_44 
Hirotoshi Taira |29 |0_29 
Simon DeDeo |44 |0_44 
Jun Wu |39 44 |0_39 0_44 
Jongho Won |24 44 |0_24 0_44 
Jianyong Sun |39 |1_39 
Zbigniew Suraj |24 |0_24 
Yue Zhao |34 44 |0_34 1_44 
Marc K. Albert |19 |0_19 
Reinaldo A. C. Bianchi |39 |0_39 
Darryl Dexu Lin |44 |0_44 
David Grabiner |39 |0_39 
Aoying Zhou |29 34 39 44 |1_29 1_34 1_39 1_44 
Giuliana Sabbatini |29 |0_29 
Heikki Mannila |14 19 24 29 34 39 |0_14 0_19 1_24 1_29 1_34 1_39 
Petra Perner |29 39 44 |0_29 0_39 0_44 
Chien-Lin Tseng |39 |0_39 
Kurt W. Leucht |34 |0_34 
James D. Davlouros |24 |0_24 
Henry Anaya-Saacutenchez |39 44 |0_39 0_44 
Nannan Wu |44 |0_44 
Selina Chu |29 34 39 |0_29 0_34 0_39 
Hui Zou |39 |0_39 
N. Jeremy Hill |34 |0_34 
Jun Cai |29 |0_29 
Chunguang Zhou |34 39 |0_34 0_39 
Sourish Dasgupta |39 |0_39 
Tyng-Ruey Chuang |34 |0_34 
Zhi Zhou |34 39 |0_34 0_39 
Mark J. Nelson |34 39 |0_34 0_39 
Yoshihiko Hayashi |34 |0_34 
Ariel Raviv |44 |0_44 
Chenggang Clarence Yan |44 |0_44 
Kyle Hart |24 |0_24 
Rachana Parmar |39 |0_39 
Gilbert Vidal |19 |0_19 
Leon E. Winslow |04 |0_04 
James Lo |44 |0_44 
